Day,Campaign,Cost,Impressions,Clicks,Conversions,Total conv. value
17/01/25,Campaign_014_AVERAGE,37.23,296,18,1,52.23
17/01/25,Campaign_015_DECAYER,106.04,897,53,4,176.41
17/01/25,Campaign_016_ZERO_HOPE,91.86,338,18,0,0
17/01/25,Campaign_017_ZOMBIE,179.32,882,59,2,96.78
17/01/25,Campaign_018_AVERAGE,62.21,611,31,3,91.86
17/01/25,Campaign_019_ZERO_HOPE,59.92,155,11,0,0
17/01/25,Campaign_020_ZERO_HOPE,89.08,275,17,0,0
17/01/25,Campaign_021_ZOMBIE,154.3,864,51,2,82.78
17/01/25,Campaign_022_ZOMBIE,138.81,619,46,2,74.24
17/01/25,Campaign_023_ZERO_HOPE,60.23,239,12,0,0
17/01/25,Campaign_024_ZOMBIE,194.35,1256,64,3,91.68
17/01/25,Campaign_025_AVERAGE,54.09,414,27,2,84.16
17/01/25,Campaign_026_DECAYER,120.82,908,60,5,210.91
17/01/25,Campaign_027_ZOMBIE,110.8,463,36,1,50.98
17/01/25,Campaign_028_ZOMBIE,118.19,734,39,1,58.47
17/01/25,Campaign_029_ZERO_HOPE,74.29,199,14,0,0
17/01/25,Campaign_030_AVERAGE,44.82,397,22,2,62.79
17/01/25,Campaign_031_AVERAGE,64.84,398,32,3,98.33
17/01/25,Campaign_032_ZOMBIE,145.15,529,48,2,78.04
17/01/25,Campaign_033_ZERO_HOPE,99.99,360,19,0,0
17/01/25,Campaign_034_ZOMBIE,109.18,372,36,1,58.76
17/01/25,Campaign_035_ZERO_HOPE,83.37,212,16,0,0
17/01/25,Campaign_036_ZOMBIE,169.41,835,56,2,82.88
17/01/25,Campaign_037_ZERO_HOPE,81.77,193,16,0,0
17/01/25,Campaign_038_AVERAGE,42.69,306,21,2,58.3
17/01/25,Campaign_039_STAR,100.41,1029,100,20,386.83
17/01/25,Campaign_040_AVERAGE,47.03,438,23,2,64.7
17/01/25,Campaign_041_DECAYER,86.21,764,43,3,166.96
17/01/25,Campaign_042_ZOMBIE,130.3,503,43,2,69.55
17/01/25,Campaign_043_AVERAGE,56.55,485,28,2,83.95
17/01/25,Campaign_044_STAR,86.23,1609,86,17,355.35
17/01/25,Campaign_045_ZERO_HOPE,98.5,207,19,0,0
17/01/25,Campaign_046_AVERAGE,59.03,322,29,2,88.7
17/01/25,Campaign_047_DECAYER,100.91,673,50,4,195.08
17/01/25,Campaign_048_ZOMBIE,165.41,705,55,2,88.54
17/01/25,Campaign_049_DECAYER,76.23,392,38,3,126.49
17/01/25,Campaign_050_ZERO_HOPE,65.4,205,13,0,0
18/01/25,Campaign_001_ZERO_HOPE,72.33,186,14,0,0
18/01/25,Campaign_002_DECAYER,106.29,662,53,4,171.83
18/01/25,Campaign_003_ZERO_HOPE,80.43,260,16,0,0
18/01/25,Campaign_004_ZOMBIE,182.35,1126,60,3,83.36
18/01/25,Campaign_005_ZOMBIE,164.36,1004,54,2,79.29
18/01/25,Campaign_006_STAR,99.22,1411,99,19,376.5
18/01/25,Campaign_007_AVERAGE,48.7,473,24,2,75.72
18/01/25,Campaign_008_AVERAGE,38.08,311,19,1,51.5
18/01/25,Campaign_009_AVERAGE,52.27,268,26,2,76.95
18/01/25,Campaign_010_ZOMBIE,148.88,668,49,2,71
18/01/25,Campaign_011_ZERO_HOPE,72.38,168,14,0,0
18/01/25,Campaign_012_ZERO_HOPE,64.21,187,12,0,0
18/01/25,Campaign_013_ZOMBIE,176.26,760,58,2,86.84
18/01/25,Campaign_014_AVERAGE,59.96,573,29,2,86.69
18/01/25,Campaign_015_DECAYER,78.91,535,39,3,137.49
18/01/25,Campaign_016_ZERO_HOPE,56.97,198,11,0,0
18/01/25,Campaign_017_ZOMBIE,165.9,680,55,2,79.2
18/01/25,Campaign_018_AVERAGE,51.35,439,25,2,78.85
18/01/25,Campaign_019_ZERO_HOPE,63.09,144,12,0,0
18/01/25,Campaign_020_ZERO_HOPE,90.66,226,18,0,0
18/01/25,Campaign_021_ZOMBIE,116.46,723,38,1,55.83
18/01/25,Campaign_022_ZOMBIE,168.19,813,56,2,92.2
18/01/25,Campaign_023_ZERO_HOPE,68.3,156,13,0,0
18/01/25,Campaign_024_ZOMBIE,135.95,487,45,2,73.35
18/01/25,Campaign_025_AVERAGE,52.21,433,26,2,79.1
18/01/25,Campaign_026_DECAYER,116.24,1122,58,5,211.81
18/01/25,Campaign_027_ZOMBIE,170.73,679,56,2,82.63
18/01/25,Campaign_028_ZOMBIE,115.33,499,38,1,55.45
18/01/25,Campaign_029_ZERO_HOPE,61.58,203,12,0,0
18/01/25,Campaign_030_AVERAGE,47.58,347,23,2,73.19
18/01/25,Campaign_031_AVERAGE,40.95,269,20,2,64.02
18/01/25,Campaign_032_ZOMBIE,105.06,646,35,1,52.62
18/01/25,Campaign_033_ZERO_HOPE,87.71,218,17,0,0
18/01/25,Campaign_034_ZOMBIE,145.84,680,48,2,69.03
18/01/25,Campaign_035_ZERO_HOPE,83.86,214,16,0,0
18/01/25,Campaign_036_ZOMBIE,140.42,476,46,2,68.77
18/01/25,Campaign_037_ZERO_HOPE,100.61,211,20,0,0
18/01/25,Campaign_038_AVERAGE,41.01,296,20,2,63.89
18/01/25,Campaign_039_STAR,101.34,1901,101,20,397.94
18/01/25,Campaign_040_AVERAGE,51.16,270,25,2,70.82
18/01/25,Campaign_041_DECAYER,103.13,841,51,4,172.38
18/01/25,Campaign_042_ZOMBIE,183.57,1176,61,3,100.76
18/01/25,Campaign_043_AVERAGE,55.44,327,27,2,88.21
18/01/25,Campaign_044_STAR,116.44,1910,116,23,447.35
18/01/25,Campaign_045_ZERO_HOPE,69.17,147,13,0,0
18/01/25,Campaign_046_AVERAGE,62.67,411,31,3,98.3
18/01/25,Campaign_047_DECAYER,72.61,598,36,3,126.47
18/01/25,Campaign_048_ZOMBIE,165.95,618,55,2,87.05
18/01/25,Campaign_049_DECAYER,126.58,796,63,5,219.68
18/01/25,Campaign_050_ZERO_HOPE,91.63,311,18,0,0
19/01/25,Campaign_001_ZERO_HOPE,65.42,147,13,0,0
19/01/25,Campaign_002_DECAYER,98.53,720,49,4,191.66
19/01/25,Campaign_003_ZERO_HOPE,101.57,300,20,0,0
19/01/25,Campaign_004_ZOMBIE,164.94,715,54,2,88.63
19/01/25,Campaign_005_ZOMBIE,158.48,826,52,2,86.46
19/01/25,Campaign_006_STAR,117.42,1698,117,23,494.73
19/01/25,Campaign_007_AVERAGE,47.33,408,23,2,69.85
19/01/25,Campaign_008_AVERAGE,63.96,484,31,3,105.49
19/01/25,Campaign_009_AVERAGE,61.12,337,30,3,84.82
19/01/25,Campaign_010_ZOMBIE,173.22,1044,57,2,90.73
19/01/25,Campaign_011_ZERO_HOPE,77.31,287,15,0,0
19/01/25,Campaign_012_ZERO_HOPE,92.33,227,18,0,0
19/01/25,Campaign_013_ZOMBIE,119.29,587,39,1,56.94
19/01/25,Campaign_014_AVERAGE,43.47,246,21,2,58.93
19/01/25,Campaign_015_DECAYER,108.82,997,54,4,197.39
19/01/25,Campaign_016_ZERO_HOPE,99.4,193,19,0,0
19/01/25,Campaign_017_ZOMBIE,192.4,898,64,3,94.98
19/01/25,Campaign_018_AVERAGE,35.87,213,17,1,49.22
19/01/25,Campaign_019_ZERO_HOPE,94.18,291,18,0,0
19/01/25,Campaign_020_ZERO_HOPE,101.73,230,20,0,0
19/01/25,Campaign_021_ZOMBIE,116.21,698,38,1,58.36
19/01/25,Campaign_022_ZOMBIE,145.75,779,48,2,73.76
19/01/25,Campaign_023_ZERO_HOPE,60.24,226,12,0,0
19/01/25,Campaign_024_ZOMBIE,163.45,640,54,2,86.59
19/01/25,Campaign_025_AVERAGE,46.97,445,23,2,69.25
19/01/25,Campaign_026_DECAYER,109.08,825,54,4,203.14
19/01/25,Campaign_027_ZOMBIE,142.74,908,47,2,78.22
19/01/25,Campaign_028_ZOMBIE,146.98,542,48,2,75.23
19/01/25,Campaign_029_ZERO_HOPE,82.71,215,16,0,0
19/01/25,Campaign_030_AVERAGE,51.61,386,25,2,82.16
19/01/25,Campaign_031_AVERAGE,49.85,457,24,2,76.24
19/01/25,Campaign_032_ZOMBIE,109.91,481,36,1,51.64
19/01/25,Campaign_033_ZERO_HOPE,80.98,237,16,0,0
19/01/25,Campaign_034_ZOMBIE,146.87,876,48,2,76.26
19/01/25,Campaign_035_ZERO_HOPE,103.25,226,20,0,0
19/01/25,Campaign_036_ZOMBIE,148.61,886,49,2,80.59
19/01/25,Campaign_037_ZERO_HOPE,59.64,115,11,0,0
19/01/25,Campaign_038_AVERAGE,60.81,456,30,3,89.19
19/01/25,Campaign_039_STAR,103.08,1859,103,20,436.45
19/01/25,Campaign_040_AVERAGE,49.89,322,24,2,79.6
19/01/25,Campaign_041_DECAYER,123.49,1202,61,5,227.81
19/01/25,Campaign_042_ZOMBIE,158.75,623,52,2,86.35
19/01/25,Campaign_043_AVERAGE,49.63,251,24,2,72.17
19/01/25,Campaign_044_STAR,103.03,1710,103,20,389.89
19/01/25,Campaign_045_ZERO_HOPE,97.9,371,19,0,0
19/01/25,Campaign_046_AVERAGE,57.68,305,28,2,89.76
19/01/25,Campaign_047_DECAYER,126.22,837,63,5,247.02
19/01/25,Campaign_048_ZOMBIE,178.52,1096,59,2,87.79
19/01/25,Campaign_049_DECAYER,85.77,566,42,3,166.21
19/01/25,Campaign_050_ZERO_HOPE,58.62,201,11,0,0
20/01/25,Campaign_001_ZERO_HOPE,56.09,179,11,0,0
20/01/25,Campaign_002_DECAYER,100.5,807,50,4,169.29
20/01/25,Campaign_003_ZERO_HOPE,65.51,245,13,0,0
20/01/25,Campaign_004_ZOMBIE,175.56,1124,58,2,93.9
20/01/25,Campaign_005_ZOMBIE,180.23,968,60,3,81.74
20/01/25,Campaign_006_STAR,116.39,1664,116,23,458.36
20/01/25,Campaign_007_AVERAGE,59.9,560,29,2,89.24
20/01/25,Campaign_008_AVERAGE,53.19,496,26,2,72.25
20/01/25,Campaign_009_AVERAGE,44.56,273,22,2,64.32
20/01/25,Campaign_010_ZOMBIE,144.71,706,48,2,70.76
20/01/25,Campaign_011_ZERO_HOPE,92.89,262,18,0,0
20/01/25,Campaign_012_ZERO_HOPE,70.49,238,14,0,0
20/01/25,Campaign_013_ZOMBIE,184.45,1029,61,3,90.42
20/01/25,Campaign_014_AVERAGE,46.8,354,23,2,70.71
20/01/25,Campaign_015_DECAYER,97.43,853,48,4,180.91
20/01/25,Campaign_016_ZERO_HOPE,67.55,206,13,0,0
20/01/25,Campaign_017_ZOMBIE,158.9,947,52,2,84.26
20/01/25,Campaign_018_AVERAGE,44.76,288,22,2,70.3
20/01/25,Campaign_019_ZERO_HOPE,98.7,294,19,0,0
20/01/25,Campaign_020_ZERO_HOPE,86.56,201,17,0,0
20/01/25,Campaign_021_ZOMBIE,117.2,546,39,1,58.46
20/01/25,Campaign_022_ZOMBIE,181.68,1164,60,3,90.52
20/01/25,Campaign_023_ZERO_HOPE,77.65,274,15,0,0
20/01/25,Campaign_024_ZOMBIE,110.42,600,36,1,58.26
20/01/25,Campaign_025_AVERAGE,45.68,363,22,2,63.36
20/01/25,Campaign_026_DECAYER,101.72,811,50,4,196.41
20/01/25,Campaign_027_ZOMBIE,183.25,1166,61,3,88.37
20/01/25,Campaign_028_ZOMBIE,152.21,654,50,2,82.22
20/01/25,Campaign_029_ZERO_HOPE,90.67,298,18,0,0
20/01/25,Campaign_030_AVERAGE,49.94,425,24,2,69.07
20/01/25,Campaign_031_AVERAGE,51.81,316,25,2,80.01
20/01/25,Campaign_032_ZOMBIE,144.4,755,48,2,75.54
20/01/25,Campaign_033_ZERO_HOPE,60.75,129,12,0,0
20/01/25,Campaign_034_ZOMBIE,107.68,648,35,1,54.22
20/01/25,Campaign_035_ZERO_HOPE,57,114,11,0,0
20/01/25,Campaign_036_ZOMBIE,136.92,452,45,2,70.16
20/01/25,Campaign_037_ZERO_HOPE,94.49,310,18,0,0
20/01/25,Campaign_038_AVERAGE,47.17,387,23,2,72.8
20/01/25,Campaign_039_STAR,71.64,1104,71,14,266
20/01/25,Campaign_040_AVERAGE,53.45,370,26,2,82.08
20/01/25,Campaign_041_DECAYER,100.03,602,50,4,176.04
20/01/25,Campaign_042_ZOMBIE,180.26,919,60,3,98.74
20/01/25,Campaign_043_AVERAGE,39.94,332,19,1,60.34
20/01/25,Campaign_044_STAR,82.52,1005,82,16,319.19
20/01/25,Campaign_045_ZERO_HOPE,59.48,208,11,0,0
20/01/25,Campaign_046_AVERAGE,38.78,201,19,1,54.32
20/01/25,Campaign_047_DECAYER,129.42,1136,64,5,218.52
20/01/25,Campaign_048_ZOMBIE,130.26,611,43,2,68.88
20/01/25,Campaign_049_DECAYER,86.57,851,43,3,151.05
20/01/25,Campaign_050_ZERO_HOPE,73.43,182,14,0,0
21/01/25,Campaign_001_ZERO_HOPE,62.93,226,12,0,0
21/01/25,Campaign_002_DECAYER,109.43,1035,54,4,186.38
21/01/25,Campaign_003_ZERO_HOPE,72.53,244,14,0,0
21/01/25,Campaign_004_ZOMBIE,163.45,972,54,2,85.98
21/01/25,Campaign_005_ZOMBIE,123.6,516,41,2,66.07
21/01/25,Campaign_006_STAR,82.03,1287,82,16,338.24
21/01/25,Campaign_007_AVERAGE,45.07,222,22,2,67.94
21/01/25,Campaign_008_AVERAGE,57.43,515,28,2,88.65
21/01/25,Campaign_009_AVERAGE,36.52,258,18,1,58.86
21/01/25,Campaign_010_ZOMBIE,163.71,1024,54,2,78.47
21/01/25,Campaign_011_ZERO_HOPE,58.94,177,11,0,0
21/01/25,Campaign_012_ZERO_HOPE,96.55,331,19,0,0
21/01/25,Campaign_013_ZOMBIE,182.01,1094,60,3,90.21
21/01/25,Campaign_014_AVERAGE,38.26,313,19,1,55.15
21/01/25,Campaign_015_DECAYER,101.83,521,50,4,197.33
21/01/25,Campaign_016_ZERO_HOPE,81.47,262,16,0,0
21/01/25,Campaign_017_ZOMBIE,141.25,882,47,2,77.24
21/01/25,Campaign_018_AVERAGE,43.54,307,21,2,69.83
21/01/25,Campaign_019_ZERO_HOPE,71.49,209,14,0,0
21/01/25,Campaign_020_ZERO_HOPE,91,203,18,0,0
21/01/25,Campaign_021_ZOMBIE,194.47,921,64,3,93.93
21/01/25,Campaign_022_ZOMBIE,194.75,731,64,3,100.38
21/01/25,Campaign_023_ZERO_HOPE,84.79,244,16,0,0
21/01/25,Campaign_024_ZOMBIE,168,554,55,2,85.35
21/01/25,Campaign_025_AVERAGE,44.77,227,22,2,67.46
21/01/25,Campaign_026_DECAYER,108.44,724,54,4,187.44
21/01/25,Campaign_027_ZOMBIE,140.96,910,46,2,67.85
21/01/25,Campaign_028_ZOMBIE,116.61,432,38,1,55.41
21/01/25,Campaign_029_ZERO_HOPE,98.32,374,19,0,0
21/01/25,Campaign_030_AVERAGE,41.13,320,20,2,59.23
21/01/25,Campaign_031_AVERAGE,57.43,365,28,2,91.99
21/01/25,Campaign_032_ZOMBIE,107.15,670,35,1,53.18
21/01/25,Campaign_033_ZERO_HOPE,100.58,290,20,0,0
21/01/25,Campaign_034_ZOMBIE,108.04,576,36,1,53.59
21/01/25,Campaign_035_ZERO_HOPE,70.01,205,14,0,0
21/01/25,Campaign_036_ZOMBIE,114.23,601,38,1,57.51
21/01/25,Campaign_037_ZERO_HOPE,66.79,189,13,0,0
21/01/25,Campaign_038_AVERAGE,62.87,409,31,3,94.14
21/01/25,Campaign_039_STAR,103.03,1122,103,20,371.35
21/01/25,Campaign_040_AVERAGE,64.05,391,32,3,89.29
21/01/25,Campaign_041_DECAYER,71.71,680,35,3,124.41
21/01/25,Campaign_042_ZOMBIE,110.46,683,36,1,53.69
21/01/25,Campaign_043_AVERAGE,42.65,357,21,2,70.12
21/01/25,Campaign_044_STAR,73.65,1015,73,14,269.54
21/01/25,Campaign_045_ZERO_HOPE,69.12,227,13,0,0
21/01/25,Campaign_046_AVERAGE,62.65,554,31,3,87.05
21/01/25,Campaign_047_DECAYER,88.01,823,44,3,144.9
21/01/25,Campaign_048_ZOMBIE,134.91,650,44,2,67.13
21/01/25,Campaign_049_DECAYER,92.7,461,46,4,173.21
21/01/25,Campaign_050_ZERO_HOPE,65.85,231,13,0,0
22/01/25,Campaign_001_ZERO_HOPE,94.57,225,18,0,0
22/01/25,Campaign_002_DECAYER,107.96,879,53,4,194.02
22/01/25,Campaign_003_ZERO_HOPE,70.31,256,14,0,0
22/01/25,Campaign_004_ZOMBIE,117.29,400,39,1,56.51
22/01/25,Campaign_005_ZOMBIE,180.69,715,60,3,87.47
22/01/25,Campaign_006_STAR,126.88,1461,126,25,468.26
22/01/25,Campaign_007_AVERAGE,53.16,491,26,2,73.64
22/01/25,Campaign_008_AVERAGE,46.61,395,23,2,64.55
22/01/25,Campaign_009_AVERAGE,61.19,550,30,3,96.12
22/01/25,Campaign_010_ZOMBIE,138.02,818,46,2,68.24
22/01/25,Campaign_011_ZERO_HOPE,98.83,218,19,0,0
22/01/25,Campaign_012_ZERO_HOPE,82.84,307,16,0,0
22/01/25,Campaign_013_ZOMBIE,138.07,583,46,2,69.09
22/01/25,Campaign_014_AVERAGE,45.89,334,22,2,63.33
22/01/25,Campaign_015_DECAYER,83.53,537,41,3,136.59
22/01/25,Campaign_016_ZERO_HOPE,95.11,375,19,0,0
22/01/25,Campaign_017_ZOMBIE,140.43,759,46,2,68.21
22/01/25,Campaign_018_AVERAGE,62.19,463,31,3,98.96
22/01/25,Campaign_019_ZERO_HOPE,59.88,175,11,0,0
22/01/25,Campaign_020_ZERO_HOPE,62.91,213,12,0,0
22/01/25,Campaign_021_ZOMBIE,167.37,1084,55,2,83.52
22/01/25,Campaign_022_ZOMBIE,173.23,672,57,2,82.45
22/01/25,Campaign_023_ZERO_HOPE,56.11,207,11,0,0
22/01/25,Campaign_024_ZOMBIE,189.23,1068,63,3,92.78
22/01/25,Campaign_025_AVERAGE,56.34,436,28,2,77.12
22/01/25,Campaign_026_DECAYER,120.43,1109,60,5,221.88
22/01/25,Campaign_027_ZOMBIE,139.35,859,46,2,64.01
22/01/25,Campaign_028_ZOMBIE,128.56,449,42,2,66.77
22/01/25,Campaign_029_ZERO_HOPE,64.41,190,12,0,0
22/01/25,Campaign_030_AVERAGE,37.58,324,18,1,61.34
22/01/25,Campaign_031_AVERAGE,41.17,318,20,2,67.58
22/01/25,Campaign_032_ZOMBIE,158.29,587,52,2,73.6
22/01/25,Campaign_033_ZERO_HOPE,102.85,244,20,0,0
22/01/25,Campaign_034_ZOMBIE,187.99,1059,62,3,92.44
22/01/25,Campaign_035_ZERO_HOPE,58.64,170,11,0,0
22/01/25,Campaign_036_ZOMBIE,181.67,995,60,3,82.66
22/01/25,Campaign_037_ZERO_HOPE,65.14,227,13,0,0
22/01/25,Campaign_038_AVERAGE,56.06,478,28,2,90.03
22/01/25,Campaign_039_STAR,73.46,1171,73,14,314.39
22/01/25,Campaign_040_AVERAGE,36.35,311,18,1,59.08
22/01/25,Campaign_041_DECAYER,119.58,593,59,5,205.6
22/01/25,Campaign_042_ZOMBIE,177.36,1005,59,2,84.1
22/01/25,Campaign_043_AVERAGE,40.35,307,20,2,56.26
22/01/25,Campaign_044_STAR,122.42,1685,122,24,478.69
22/01/25,Campaign_045_ZERO_HOPE,93.83,300,18,0,0
22/01/25,Campaign_046_AVERAGE,41.1,398,20,2,59.68
22/01/25,Campaign_047_DECAYER,93.5,652,46,4,175.08
22/01/25,Campaign_048_ZOMBIE,112.7,534,37,1,55.61
22/01/25,Campaign_049_DECAYER,72.56,543,36,3,130.95
22/01/25,Campaign_050_ZERO_HOPE,61.2,226,12,0,0
23/01/25,Campaign_001_ZERO_HOPE,100.05,298,20,0,0
23/01/25,Campaign_002_DECAYER,71.71,486,35,3,136.89
23/01/25,Campaign_003_ZERO_HOPE,71.89,221,14,0,0
23/01/25,Campaign_004_ZOMBIE,181.02,931,60,3,82.86
23/01/25,Campaign_005_ZOMBIE,173.7,1120,57,2,87.09
23/01/25,Campaign_006_STAR,112.15,2057,112,22,454.31
23/01/25,Campaign_007_AVERAGE,61.79,313,30,3,97.94
23/01/25,Campaign_008_AVERAGE,40.55,282,20,2,56.17
23/01/25,Campaign_009_AVERAGE,64.73,388,32,3,104.94
23/01/25,Campaign_010_ZOMBIE,148.36,867,49,2,77.99
23/01/25,Campaign_011_ZERO_HOPE,88.59,318,17,0,0
23/01/25,Campaign_012_ZERO_HOPE,101.72,247,20,0,0
23/01/25,Campaign_013_ZOMBIE,191.36,1231,63,3,95.58
23/01/25,Campaign_014_AVERAGE,40.18,299,20,2,60.04
23/01/25,Campaign_015_DECAYER,103.9,659,51,4,186.56
23/01/25,Campaign_016_ZERO_HOPE,99.64,305,19,0,0
23/01/25,Campaign_017_ZOMBIE,136.6,508,45,2,72.76
23/01/25,Campaign_018_AVERAGE,43.48,357,21,2,66.66
23/01/25,Campaign_019_ZERO_HOPE,63.61,143,12,0,0
23/01/25,Campaign_020_ZERO_HOPE,74,167,14,0,0
23/01/25,Campaign_021_ZOMBIE,122.03,613,40,2,65.03
23/01/25,Campaign_022_ZOMBIE,161.84,878,53,2,86
23/01/25,Campaign_023_ZERO_HOPE,65.01,249,13,0,0
23/01/25,Campaign_024_ZOMBIE,170.65,741,56,2,79.54
23/01/25,Campaign_025_AVERAGE,47.44,241,23,2,72
23/01/25,Campaign_026_DECAYER,90.86,632,45,3,169.82
23/01/25,Campaign_027_ZOMBIE,145.34,830,48,2,65.81
23/01/25,Campaign_028_ZOMBIE,189.42,975,63,3,101.15
23/01/25,Campaign_029_ZERO_HOPE,61.62,233,12,0,0
23/01/25,Campaign_030_AVERAGE,60.38,440,30,3,98.58
23/01/25,Campaign_031_AVERAGE,37.85,348,18,1,52.09
23/01/25,Campaign_032_ZOMBIE,125.82,447,41,2,67.2
23/01/25,Campaign_033_ZERO_HOPE,87.68,217,17,0,0
23/01/25,Campaign_034_ZOMBIE,142.35,817,47,2,77.71
23/01/25,Campaign_035_ZERO_HOPE,87.52,275,17,0,0
23/01/25,Campaign_036_ZOMBIE,188.21,893,62,3,99.49
23/01/25,Campaign_037_ZERO_HOPE,64.86,186,12,0,0
23/01/25,Campaign_038_AVERAGE,56.1,470,28,2,91.35
23/01/25,Campaign_039_STAR,112.83,1767,112,22,412.58
23/01/25,Campaign_040_AVERAGE,52.48,306,26,2,72.05
23/01/25,Campaign_041_DECAYER,98.98,502,49,4,185.97
23/01/25,Campaign_042_ZOMBIE,153.13,731,51,2,81.44
23/01/25,Campaign_043_AVERAGE,40.4,250,20,2,58.02
23/01/25,Campaign_044_STAR,94.32,1693,94,18,354.56
23/01/25,Campaign_045_ZERO_HOPE,74.2,279,14,0,0
23/01/25,Campaign_046_AVERAGE,56.01,364,28,2,86.6
23/01/25,Campaign_047_DECAYER,127.85,703,63,5,233.9
23/01/25,Campaign_048_ZOMBIE,110.9,548,36,1,57.14
23/01/25,Campaign_049_DECAYER,76.54,468,38,3,144.52
23/01/25,Campaign_050_ZERO_HOPE,56.24,198,11,0,0
24/01/25,Campaign_001_ZERO_HOPE,63.99,198,12,0,0
24/01/25,Campaign_002_DECAYER,127.65,1029,63,5,214.84
24/01/25,Campaign_003_ZERO_HOPE,75.89,199,15,0,0
24/01/25,Campaign_004_ZOMBIE,185.25,997,61,3,90.78
24/01/25,Campaign_005_ZOMBIE,172.48,842,57,2,91.52
24/01/25,Campaign_006_STAR,93.46,954,93,18,359.3
24/01/25,Campaign_007_AVERAGE,48.66,446,24,2,72.23
24/01/25,Campaign_008_AVERAGE,52.38,503,26,2,83.15
24/01/25,Campaign_009_AVERAGE,57.67,328,28,2,87.57
24/01/25,Campaign_010_ZOMBIE,143.96,556,47,2,69.01
24/01/25,Campaign_011_ZERO_HOPE,83.33,303,16,0,0
24/01/25,Campaign_012_ZERO_HOPE,71.41,157,14,0,0
24/01/25,Campaign_013_ZOMBIE,118.7,499,39,1,57.98
24/01/25,Campaign_014_AVERAGE,62.7,386,31,3,103.2
24/01/25,Campaign_015_DECAYER,128.87,830,64,5,237.33
24/01/25,Campaign_016_ZERO_HOPE,86.06,299,17,0,0
24/01/25,Campaign_017_ZOMBIE,179.47,1109,59,2,82.67
24/01/25,Campaign_018_AVERAGE,60.35,487,30,3,81.84
24/01/25,Campaign_019_ZERO_HOPE,56.1,168,11,0,0
24/01/25,Campaign_020_ZERO_HOPE,83.51,230,16,0,0
24/01/25,Campaign_021_ZOMBIE,178.01,796,59,2,84.94
24/01/25,Campaign_022_ZOMBIE,192.76,789,64,3,88.55
24/01/25,Campaign_023_ZERO_HOPE,72.82,223,14,0,0
24/01/25,Campaign_024_ZOMBIE,184.91,1163,61,3,93.73
24/01/25,Campaign_025_AVERAGE,53.5,474,26,2,87.82
24/01/25,Campaign_026_DECAYER,79.69,593,39,3,147.06
24/01/25,Campaign_027_ZOMBIE,181.99,1113,60,3,84.66
24/01/25,Campaign_028_ZOMBIE,176.95,665,58,2,81.29
24/01/25,Campaign_029_ZERO_HOPE,99.95,278,19,0,0
24/01/25,Campaign_030_AVERAGE,58.06,389,29,2,84.76
24/01/25,Campaign_031_AVERAGE,40.11,367,20,2,57.3
24/01/25,Campaign_032_ZOMBIE,145.61,604,48,2,78.5
24/01/25,Campaign_033_ZERO_HOPE,62.48,182,12,0,0
24/01/25,Campaign_034_ZOMBIE,171.76,1082,57,2,86.67
24/01/25,Campaign_035_ZERO_HOPE,60.01,227,12,0,0
24/01/25,Campaign_036_ZOMBIE,111.57,392,37,1,54.29
24/01/25,Campaign_037_ZERO_HOPE,95.7,212,19,0,0
24/01/25,Campaign_038_AVERAGE,63.77,583,31,3,91.79
24/01/25,Campaign_039_STAR,96.48,1715,96,19,392.45
24/01/25,Campaign_040_AVERAGE,64.2,613,32,3,98.54
24/01/25,Campaign_041_DECAYER,105.43,757,52,4,197.45
24/01/25,Campaign_042_ZOMBIE,133.54,708,44,2,64.47
24/01/25,Campaign_043_AVERAGE,52,506,26,2,75.97
24/01/25,Campaign_044_STAR,117.9,1800,117,23,439.33
24/01/25,Campaign_045_ZERO_HOPE,83.89,184,16,0,0
24/01/25,Campaign_046_AVERAGE,48.5,415,24,2,79.09
24/01/25,Campaign_047_DECAYER,122.46,892,61,5,200.68
24/01/25,Campaign_048_ZOMBIE,128.47,781,42,2,61.6
24/01/25,Campaign_049_DECAYER,86.62,572,43,3,143.06
24/01/25,Campaign_050_ZERO_HOPE,96.53,190,19,0,0
25/01/25,Campaign_001_ZERO_HOPE,80.96,229,16,0,0
25/01/25,Campaign_002_DECAYER,78.53,756,39,3,148.8
25/01/25,Campaign_003_ZERO_HOPE,78.65,263,15,0,0
25/01/25,Campaign_004_ZOMBIE,169.71,840,56,2,83.54
25/01/25,Campaign_005_ZOMBIE,138.78,513,46,2,68.89
25/01/25,Campaign_006_STAR,120.68,1242,120,24,481.53
25/01/25,Campaign_007_AVERAGE,46.4,386,23,2,67.8
25/01/25,Campaign_008_AVERAGE,59.98,477,29,2,82.15
25/01/25,Campaign_009_AVERAGE,61.92,352,30,3,96.34
25/01/25,Campaign_010_ZOMBIE,114.81,526,38,1,58.43
25/01/25,Campaign_011_ZERO_HOPE,78.77,241,15,0,0
25/01/25,Campaign_012_ZERO_HOPE,59.77,193,11,0,0
25/01/25,Campaign_013_ZOMBIE,190.05,1024,63,3,86.83
25/01/25,Campaign_014_AVERAGE,48.25,342,24,2,69.59
25/01/25,Campaign_015_DECAYER,88.51,864,44,3,164.2
25/01/25,Campaign_016_ZERO_HOPE,73.47,274,14,0,0
25/01/25,Campaign_017_ZOMBIE,159.58,746,53,2,74.15
25/01/25,Campaign_018_AVERAGE,50.09,316,25,2,68.44
25/01/25,Campaign_019_ZERO_HOPE,59.73,130,11,0,0
